topic_id,topic_name,count,positive_pct,neutral_pct,negative_pct,avg_sentiment,total_likes,platform
0,产品功能体验,440,45.22727272727273,18.409090909090907,36.36363636363637,0.6005061719670606,164791,bilibili
1,品牌情感支持,750,42.8,23.066666666666663,34.13333333333333,0.6211216480648559,352092,bilibili
2,品牌竞争对比,285,42.10526315789473,23.50877192982456,34.385964912280706,0.6599208851819719,125268,bilibili
3,技术问题讨论,506,47.43083003952569,21.541501976284582,31.027667984189723,0.6872411455355892,191462,bilibili
0,产品功能体验,419,52.02863961813843,22.673031026252985,25.29832935560859,0.7267903584309857,285820,douyin
1,品牌情感支持,1035,44.05797101449275,23.96135265700483,31.98067632850241,0.5268631094810459,1492273,douyin
2,品牌竞争对比,360,53.61111111111111,20.27777777777778,26.111111111111114,0.7572796045796836,953765,douyin
3,技术问题讨论,350,48.285714285714285,28.000000000000004,23.714285714285715,0.3281126146672736,630517,douyin
