topic_id,topic_name,bili_count,bili_positive_pct,bili_avg_sentiment,dy_count,dy_positive_pct,dy_avg_sentiment,sentiment_diff
0,产品功能体验,440,45.22727272727273,0.6005061719670606,419,52.02863961813843,0.7267903584309857,-0.1262841864639251
1,品牌情感支持,750,42.8,0.6211216480648559,1035,44.05797101449275,0.5268631094810459,0.09425853858381
2,品牌竞争对比,285,42.10526315789473,0.6599208851819719,360,53.61111111111111,0.7572796045796836,-0.0973587193977116
3,技术问题讨论,506,47.43083003952569,0.6872411455355892,350,48.285714285714285,0.3281126146672736,0.3591285308683156
